event,path
"['pass', 'openplay']",./videos/play/test_114.mp4
"['pass', 'openplay']",./videos/play/test_115.mp4
"['pass', 'openplay']",./videos/play/test_116.mp4
"['pass', 'openplay']",./videos/play/test_122.mp4
"['pass', 'openplay']",./videos/play/test_123.mp4
"['pass', 'openplay']",./videos/play/test_124.mp4
"['pass', 'openplay']",./videos/play/test_127.mp4
"['pass', 'openplay']",./videos/play/test_133.mp4
"['pass', 'openplay']",./videos/play/test_134.mp4
"['pass', 'openplay']",./videos/play/test_137.mp4
"['pass', 'openplay']",./videos/play/test_140.mp4
"['pass', 'openplay']",./videos/play/test_143.mp4
"['pass', 'openplay']",./videos/play/test_146.mp4
"['pass', 'openplay']",./videos/play/test_149.mp4
"['pass', 'openplay']",./videos/play/test_152.mp4
"['cross', 'openplay']",./videos/play/test_153.mp4
"['pass', 'openplay']",./videos/play/test_156.mp4
"['pass', 'openplay']",./videos/play/test_166.mp4
"['pass', 'openplay']",./videos/play/test_167.mp4
"['pass', 'openplay']",./videos/play/test_170.mp4
"['pass', 'openplay']",./videos/play/test_173.mp4
"['pass', 'openplay']",./videos/play/test_176.mp4
"['cross', 'openplay']",./videos/play/test_179.mp4
"['pass', 'openplay']",./videos/play/test_185.mp4
"['pass', 'openplay']",./videos/play/test_188.mp4
"['pass', 'openplay']",./videos/play/test_195.mp4
"['pass', 'openplay']",./videos/play/test_196.mp4
"['pass', 'openplay']",./videos/play/test_199.mp4
"['pass', 'openplay']",./videos/play/test_202.mp4
"['pass', 'openplay']",./videos/play/test_205.mp4
"['pass', 'openplay']",./videos/play/test_208.mp4
"['pass', 'openplay']",./videos/play/test_211.mp4
"['pass', 'openplay']",./videos/play/test_214.mp4
"['pass', 'freekick']",./videos/play/test_220.mp4
"['pass', 'openplay']",./videos/play/test_223.mp4
"['pass', 'openplay']",./videos/play/test_226.mp4
"['pass', 'openplay']",./videos/play/test_229.mp4
"['pass', 'openplay']",./videos/play/test_232.mp4
"['pass', 'openplay']",./videos/play/test_235.mp4
"['pass', 'openplay']",./videos/play/test_238.mp4
"['pass', 'openplay']",./videos/play/test_241.mp4
"['pass', 'openplay']",./videos/play/test_247.mp4
"['pass', 'openplay']",./videos/play/test_250.mp4
"['pass', 'openplay']",./videos/play/test_253.mp4
"['pass', 'openplay']",./videos/play/test_256.mp4
"['pass', 'openplay']",./videos/play/test_259.mp4
"['pass', 'openplay']",./videos/play/test_262.mp4
"['pass', 'openplay']",./videos/play/test_268.mp4
"['pass', 'openplay']",./videos/play/test_271.mp4
"['pass', 'openplay']",./videos/play/test_274.mp4
"['pass', 'openplay']",./videos/play/test_277.mp4
"['pass', 'openplay']",./videos/play/test_280.mp4
"['pass', 'openplay']",./videos/play/test_283.mp4
"['pass', 'openplay']",./videos/play/test_284.mp4
"['pass', 'openplay']",./videos/play/test_287.mp4
"['pass', 'openplay']",./videos/play/test_288.mp4
"['pass', 'openplay']",./videos/play/test_291.mp4
"['pass', 'openplay']",./videos/play/test_292.mp4
"['pass', 'openplay']",./videos/play/test_295.mp4
"['pass', 'openplay']",./videos/play/test_298.mp4
"['pass', 'openplay']",./videos/play/test_301.mp4
"['pass', 'openplay']",./videos/play/test_305.mp4
"['pass', 'openplay']",./videos/play/test_308.mp4
"['pass', 'openplay']",./videos/play/test_314.mp4
"['pass', 'openplay']",./videos/play/test_317.mp4
"['pass', 'openplay']",./videos/play/test_320.mp4
"['pass', 'openplay']",./videos/play/test_323.mp4
"['pass', 'openplay']",./videos/play/test_324.mp4
"['cross', 'openplay']",./videos/play/test_337.mp4
"['pass', 'openplay']",./videos/play/test_338.mp4
"['pass', 'openplay']",./videos/play/test_341.mp4
"['cross', 'corner']",./videos/play/test_344.mp4
"['pass', 'openplay']",./videos/play/test_347.mp4
"['pass', 'openplay']",./videos/play/test_348.mp4
"['pass', 'openplay']",./videos/play/test_351.mp4
"['pass', 'openplay']",./videos/play/test_352.mp4
"['pass', 'openplay']",./videos/play/test_355.mp4
"['pass', 'openplay']",./videos/play/test_359.mp4
"['pass', 'openplay']",./videos/play/test_362.mp4
"['pass', 'openplay']",./videos/play/test_363.mp4
"['pass', 'openplay']",./videos/play/test_366.mp4
"['pass', 'freekick']",./videos/play/test_373.mp4
"['pass', 'openplay']",./videos/play/test_376.mp4
"['pass', 'openplay']",./videos/play/test_377.mp4
"['pass', 'openplay']",./videos/play/test_380.mp4
"['cross', 'openplay']",./videos/play/test_383.mp4
"['pass', 'openplay']",./videos/play/test_386.mp4
"['pass', 'openplay']",./videos/play/test_387.mp4
"['pass', 'openplay']",./videos/play/test_390.mp4
"['pass', 'openplay']",./videos/play/test_393.mp4
"['pass', 'openplay']",./videos/play/test_396.mp4
"['pass', 'openplay']",./videos/play/test_399.mp4
"['pass', 'openplay']",./videos/play/test_400.mp4
"['pass', 'openplay']",./videos/play/test_403.mp4
"['pass', 'openplay']",./videos/play/test_404.mp4
"['pass', 'openplay']",./videos/play/test_407.mp4
"['pass', 'openplay']",./videos/play/test_413.mp4
"['pass', 'openplay']",./videos/play/test_416.mp4
"['pass', 'openplay']",./videos/play/test_419.mp4
"['pass', 'openplay']",./videos/play/test_422.mp4
"['pass', 'openplay']",./videos/play/test_423.mp4
"['pass', 'openplay']",./videos/play/test_424.mp4
"['pass', 'openplay']",./videos/play/test_427.mp4
"['pass', 'openplay']",./videos/play/test_430.mp4
"['pass', 'openplay']",./videos/play/test_431.mp4
"['pass', 'openplay']",./videos/play/test_434.mp4
"['pass', 'openplay']",./videos/play/test_438.mp4
"['pass', 'openplay']",./videos/play/test_441.mp4
"['pass', 'openplay']",./videos/play/test_444.mp4
"['pass', 'openplay']",./videos/play/test_445.mp4
"['pass', 'openplay']",./videos/play/test_448.mp4
"['pass', 'openplay']",./videos/play/test_451.mp4
"['pass', 'openplay']",./videos/play/test_452.mp4
"['pass', 'openplay']",./videos/play/test_455.mp4
"['pass', 'openplay']",./videos/play/test_458.mp4
"['pass', 'openplay']",./videos/play/test_459.mp4
"['pass', 'openplay']",./videos/play/test_462.mp4
"['pass', 'openplay']",./videos/play/test_465.mp4
"['pass', 'openplay']",./videos/play/test_466.mp4
"['pass', 'openplay']",./videos/play/test_469.mp4
"['pass', 'openplay']",./videos/play/test_472.mp4
"['pass', 'openplay']",./videos/play/test_475.mp4
"['pass', 'openplay']",./videos/play/test_478.mp4
"['pass', 'openplay']",./videos/play/test_479.mp4
"['pass', 'openplay']",./videos/play/test_485.mp4
"['pass', 'openplay']",./videos/play/test_488.mp4
"['pass', 'openplay']",./videos/play/test_491.mp4
"['pass', 'openplay']",./videos/play/test_498.mp4
"['pass', 'freekick']",./videos/play/test_502.mp4
"['pass', 'openplay']",./videos/play/test_505.mp4
"['pass', 'openplay']",./videos/play/test_508.mp4
"['pass', 'openplay']",./videos/play/test_509.mp4
"['pass', 'openplay']",./videos/play/test_512.mp4
"['pass', 'openplay']",./videos/play/test_518.mp4
"['pass', 'openplay']",./videos/play/test_521.mp4
"['pass', 'openplay']",./videos/play/test_524.mp4
"['pass', 'openplay']",./videos/play/test_527.mp4
"['pass', 'openplay']",./videos/play/test_530.mp4
"['pass', 'openplay']",./videos/play/test_533.mp4
"['pass', 'openplay']",./videos/play/test_539.mp4
"['pass', 'openplay']",./videos/play/test_540.mp4
"['pass', 'openplay']",./videos/play/test_543.mp4
"['pass', 'openplay']",./videos/play/test_547.mp4
"['pass', 'openplay']",./videos/play/test_548.mp4
"['cross', 'corner']",./videos/play/test_557.mp4
"['pass', 'openplay']",./videos/play/test_566.mp4
"['pass', 'openplay']",./videos/play/test_569.mp4
"['pass', 'openplay']",./videos/play/test_572.mp4
"['pass', 'openplay']",./videos/play/test_575.mp4
"['cross', 'openplay']",./videos/play/test_578.mp4
"['cross', 'corner']",./videos/play/test_581.mp4
"['pass', 'openplay']",./videos/play/test_587.mp4
"['pass', 'openplay']",./videos/play/test_588.mp4
"['pass', 'freekick']",./videos/play/test_595.mp4
"['pass', 'openplay']",./videos/play/test_598.mp4
"['pass', 'openplay']",./videos/play/test_599.mp4
"['pass', 'openplay']",./videos/play/test_602.mp4
"['pass', 'openplay']",./videos/play/test_605.mp4
"['pass', 'openplay']",./videos/play/test_611.mp4
"['pass', 'openplay']",./videos/play/test_615.mp4
"['pass', 'openplay']",./videos/play/test_622.mp4
"['pass', 'freekick']",./videos/play/test_628.mp4
"['pass', 'openplay']",./videos/play/test_631.mp4
"['pass', 'openplay']",./videos/play/test_632.mp4
"['pass', 'openplay']",./videos/play/test_638.mp4
"['pass', 'openplay']",./videos/play/test_641.mp4
"['pass', 'openplay']",./videos/play/test_644.mp4
"['pass', 'openplay']",./videos/play/test_647.mp4
"['pass', 'openplay']",./videos/play/test_650.mp4
"['pass', 'openplay']",./videos/play/test_651.mp4
"['pass', 'openplay']",./videos/play/test_652.mp4
"['pass', 'openplay']",./videos/play/test_655.mp4
"['pass', 'openplay']",./videos/play/test_656.mp4
"['pass', 'freekick']",./videos/play/test_662.mp4
"['pass', 'openplay']",./videos/play/test_663.mp4
"['pass', 'openplay']",./videos/play/test_666.mp4
"['pass', 'openplay']",./videos/play/test_669.mp4
"['pass', 'openplay']",./videos/play/test_672.mp4
"['pass', 'openplay']",./videos/play/test_675.mp4
"['pass', 'openplay']",./videos/play/test_679.mp4
"['pass', 'openplay']",./videos/play/test_680.mp4
"['pass', 'openplay']",./videos/play/test_683.mp4
"['cross', 'openplay']",./videos/play/test_686.mp4
"['pass', 'openplay']",./videos/play/test_689.mp4
"['pass', 'openplay']",./videos/play/test_690.mp4
"['pass', 'openplay']",./videos/play/test_693.mp4
"['pass', 'openplay']",./videos/play/test_697.mp4
"['pass', 'openplay']",./videos/play/test_700.mp4
"['pass', 'openplay']",./videos/play/test_703.mp4
"['pass', 'openplay']",./videos/play/test_706.mp4
"['pass', 'openplay']",./videos/play/test_709.mp4
"['pass', 'openplay']",./videos/play/test_712.mp4
"['pass', 'openplay']",./videos/play/test_721.mp4
"['pass', 'openplay']",./videos/play/test_724.mp4
"['pass', 'freekick']",./videos/play/test_737.mp4
"['pass', 'openplay']",./videos/play/test_741.mp4
"['pass', 'openplay']",./videos/play/test_744.mp4
"['pass', 'openplay']",./videos/play/test_747.mp4
"['pass', 'openplay']",./videos/play/test_748.mp4
"['pass', 'openplay']",./videos/play/test_749.mp4
"['pass', 'openplay']",./videos/play/test_752.mp4
"['pass', 'openplay']",./videos/play/test_755.mp4
"['pass', 'openplay']",./videos/play/test_758.mp4
"['pass', 'openplay']",./videos/play/test_761.mp4
"['pass', 'openplay']",./videos/play/test_764.mp4
"['pass', 'openplay']",./videos/play/test_765.mp4
"['pass', 'openplay']",./videos/play/test_768.mp4
"['pass', 'openplay']",./videos/play/test_769.mp4
"['pass', 'openplay']",./videos/play/test_775.mp4
"['pass', 'openplay']",./videos/play/test_778.mp4
"['pass', 'openplay']",./videos/play/test_784.mp4
"['pass', 'openplay']",./videos/play/test_787.mp4
"['pass', 'openplay']",./videos/play/test_790.mp4
"['pass', 'openplay']",./videos/play/test_793.mp4
"['pass', 'openplay']",./videos/play/test_800.mp4
"['pass', 'openplay']",./videos/play/test_803.mp4
"['pass', 'openplay']",./videos/play/test_804.mp4
"['pass', 'openplay']",./videos/play/test_807.mp4
"['pass', 'openplay']",./videos/play/test_808.mp4
"['pass', 'openplay']",./videos/play/test_811.mp4
"['pass', 'openplay']",./videos/play/test_814.mp4
"['pass', 'openplay']",./videos/play/test_817.mp4
"['pass', 'openplay']",./videos/play/test_818.mp4
"['pass', 'freekick']",./videos/play/test_824.mp4
"['pass', 'openplay']",./videos/play/test_830.mp4
"['pass', 'openplay']",./videos/play/test_833.mp4
"['pass', 'openplay']",./videos/play/test_839.mp4
"['pass', 'openplay']",./videos/play/test_843.mp4
"['pass', 'openplay']",./videos/play/test_846.mp4
"['pass', 'openplay']",./videos/play/test_849.mp4
"['pass', 'openplay']",./videos/play/test_850.mp4
"['pass', 'openplay']",./videos/play/test_853.mp4
"['pass', 'openplay']",./videos/play/test_862.mp4
"['pass', 'openplay']",./videos/play/test_863.mp4
"['pass', 'openplay']",./videos/play/test_866.mp4
"['pass', 'openplay']",./videos/play/test_867.mp4
"['pass', 'openplay']",./videos/play/test_870.mp4
"['pass', 'openplay']",./videos/play/test_871.mp4
"['pass', 'openplay']",./videos/play/test_874.mp4
"['pass', 'openplay']",./videos/play/test_877.mp4
"['pass', 'openplay']",./videos/play/test_880.mp4
"['pass', 'openplay']",./videos/play/test_883.mp4
"['pass', 'openplay']",./videos/play/test_886.mp4
"['pass', 'openplay']",./videos/play/test_889.mp4
"['pass', 'openplay']",./videos/play/test_890.mp4
"['pass', 'openplay']",./videos/play/test_893.mp4
"['pass', 'openplay']",./videos/play/test_894.mp4
"['pass', 'openplay']",./videos/play/test_897.mp4
"['cross', 'openplay']",./videos/play/test_900.mp4
"['pass', 'openplay']",./videos/play/test_903.mp4
"['pass', 'openplay']",./videos/play/test_906.mp4
"['pass', 'openplay']",./videos/play/test_909.mp4
"['pass', 'openplay']",./videos/play/test_910.mp4
"['pass', 'openplay']",./videos/play/test_916.mp4
"['pass', 'openplay']",./videos/play/test_919.mp4
"['pass', 'openplay']",./videos/play/test_922.mp4
"['pass', 'openplay']",./videos/play/test_923.mp4
"['pass', 'openplay']",./videos/play/test_926.mp4
"['pass', 'openplay']",./videos/play/test_927.mp4
"['pass', 'openplay']",./videos/play/test_930.mp4
"['pass', 'openplay']",./videos/play/test_931.mp4
"['pass', 'openplay']",./videos/play/test_937.mp4
"['pass', 'openplay']",./videos/play/test_940.mp4
"['pass', 'openplay']",./videos/play/test_946.mp4
"['pass', 'openplay']",./videos/play/test_949.mp4
"['pass', 'openplay']",./videos/play/test_952.mp4
"['pass', 'openplay']",./videos/play/test_955.mp4
"['pass', 'openplay']",./videos/play/test_956.mp4
"['pass', 'openplay']",./videos/play/test_959.mp4
"['pass', 'openplay']",./videos/play/test_962.mp4
"['pass', 'openplay']",./videos/play/test_963.mp4
"['pass', 'openplay']",./videos/play/test_966.mp4
"['pass', 'openplay']",./videos/play/test_969.mp4
"['pass', 'openplay']",./videos/play/test_972.mp4
"['pass', 'openplay']",./videos/play/test_975.mp4
"['pass', 'openplay']",./videos/play/test_978.mp4
"['pass', 'openplay']",./videos/play/test_981.mp4
"['pass', 'openplay']",./videos/play/test_982.mp4
"['pass', 'openplay']",./videos/play/test_985.mp4
"['pass', 'openplay']",./videos/play/test_986.mp4
"['pass', 'freekick']",./videos/play/test_995.mp4
"['pass', 'openplay']",./videos/play/test_998.mp4
"['pass', 'openplay']",./videos/play/test_1001.mp4
"['pass', 'openplay']",./videos/play/test_1002.mp4
"['pass', 'openplay']",./videos/play/test_1005.mp4
"['pass', 'openplay']",./videos/play/test_1006.mp4
"['pass', 'openplay']",./videos/play/test_1007.mp4
"['pass', 'openplay']",./videos/play/test_1010.mp4
"['pass', 'openplay']",./videos/play/test_1011.mp4
"['pass', 'openplay']",./videos/play/test_1014.mp4
"['pass', 'openplay']",./videos/play/test_1015.mp4
"['pass', 'openplay']",./videos/play/test_1018.mp4
"['pass', 'openplay']",./videos/play/test_1021.mp4
"['pass', 'openplay']",./videos/play/test_1022.mp4
"['pass', 'openplay']",./videos/play/test_1023.mp4
"['pass', 'openplay']",./videos/play/test_1026.mp4
"['pass', 'openplay']",./videos/play/test_1027.mp4
"['pass', 'openplay']",./videos/play/test_1028.mp4
"['pass', 'openplay']",./videos/play/test_1029.mp4
"['pass', 'openplay']",./videos/play/test_1032.mp4
"['pass', 'openplay']",./videos/play/test_1035.mp4
"['pass', 'openplay']",./videos/play/test_1038.mp4
"['pass', 'openplay']",./videos/play/test_1039.mp4
"['pass', 'openplay']",./videos/play/test_1042.mp4
"['pass', 'openplay']",./videos/play/test_1045.mp4
"['pass', 'openplay']",./videos/play/test_1048.mp4
"['pass', 'openplay']",./videos/play/test_1051.mp4
"['pass', 'openplay']",./videos/play/test_1052.mp4
"['pass', 'openplay']",./videos/play/test_1055.mp4
"['pass', 'openplay']",./videos/play/test_1058.mp4
"['pass', 'openplay']",./videos/play/test_1061.mp4
"['pass', 'openplay']",./videos/play/test_1064.mp4
"['pass', 'openplay']",./videos/play/test_1065.mp4
"['pass', 'openplay']",./videos/play/test_1068.mp4
"['pass', 'openplay']",./videos/play/test_1071.mp4
"['pass', 'openplay']",./videos/play/test_1074.mp4
"['pass', 'openplay']",./videos/play/test_1077.mp4
"['pass', 'openplay']",./videos/play/test_1080.mp4
"['pass', 'openplay']",./videos/play/test_1083.mp4
"['pass', 'openplay']",./videos/play/test_1084.mp4
"['pass', 'openplay']",./videos/play/test_1087.mp4
"['pass', 'openplay']",./videos/play/test_1090.mp4
"['cross', 'corner']",./videos/play/test_1099.mp4
"['pass', 'openplay']",./videos/play/test_1105.mp4
"['pass', 'openplay']",./videos/play/test_1108.mp4
"['pass', 'openplay']",./videos/play/test_1111.mp4
"['pass', 'openplay']",./videos/play/test_1114.mp4
"['pass', 'openplay']",./videos/play/test_1120.mp4
"['pass', 'openplay']",./videos/play/test_1124.mp4
"['pass', 'openplay']",./videos/play/test_1127.mp4
"['pass', 'openplay']",./videos/play/test_1130.mp4
"['pass', 'openplay']",./videos/play/test_1133.mp4
"['pass', 'openplay']",./videos/play/test_1134.mp4
"['cross', 'corner']",./videos/play/test_1137.mp4
"['pass', 'openplay']",./videos/play/test_1141.mp4
"['pass', 'openplay']",./videos/play/test_1142.mp4
"['cross', 'openplay']",./videos/play/test_1145.mp4
"['cross', 'corner']",./videos/play/test_1148.mp4
"['pass', 'freekick']",./videos/play/test_1154.mp4
"['pass', 'openplay']",./videos/play/test_1157.mp4
"['pass', 'openplay']",./videos/play/test_1160.mp4
"['pass', 'openplay']",./videos/play/test_1163.mp4
"['pass', 'openplay']",./videos/play/test_1166.mp4
"['pass', 'openplay']",./videos/play/test_1167.mp4
"['pass', 'openplay']",./videos/play/test_1170.mp4
"['pass', 'openplay']",./videos/play/test_1173.mp4
"['pass', 'freekick']",./videos/play/test_1177.mp4
"['pass', 'openplay']",./videos/play/test_1180.mp4
"['pass', 'openplay']",./videos/play/test_1183.mp4
"['pass', 'openplay']",./videos/play/test_1187.mp4
"['pass', 'openplay']",./videos/play/test_1190.mp4
"['pass', 'openplay']",./videos/play/test_1191.mp4
"['pass', 'openplay']",./videos/play/test_1194.mp4
